name	pval	log2FC	covar1	covar2	meanA	meanB
Cpeb1	Cpeb1	0.020927237321664	4.85322940852366	2.76257324235727	3.21389179619305	77.5375827638409	2.68253026159056
Dnajc15	Dnajc15	0.0209587677500597	0.647748725868455	1.56159144703643	2.12444810544158	383.96153248162	245.073255696137
Cnih4	Cnih4	0.0216067273406137	1.15040882155565	1.33533910620555	2.18265389550455	80.0742400114486	36.0732492750613
Sirt1	Sirt1	0.0221289030516974	2.28645035693767	2.93180200086606	4.75594604089216	68.501216866094	14.0413267385004
Alkbh7	Alkbh7	0.0224772744299998	2.31616779374473	2.85696180900615	4.01030450435582	121.116649336853	24.3202405813181
Rnf24	Rnf24	0.0228739673031413	3.76666992370414	3.85741864428968	6.86753409218622	52.6324275120299	3.86698751762901
Zfp946	Zfp946	0.0229757897613313	2.07983533304054	3.90937908290676	7.56128050358841	63.075141801696	14.919882889906
Tnc	Tnc	0.0231695930830602	0.637093847682456	1.30743581904388	2.34212915454283	205.848179475099	132.361802346602
Suv420h1	Suv420h1	0.0231865242679919	1.25329389721831	1.65576014364081	2.45592256695649	93.8372665731157	39.3637343342205
B3gnt1	B3gnt1	0.023233733096208	1.88947346522598	2.18667488841383	3.42555146205099	197.061810059967	53.1880757407003
Aldoc	Aldoc	0.0235654661208434	0.427012159144461	0.585537775883029	0.771084238777963	9175.50488217177	6824.74615027545
Kcnj10	Kcnj10	0.0237485919631467	1.09172614551779	1.39607211301234	1.896040012526	197.184544457295	92.5189200260409
Ikbip	Ikbip	0.0242993766389526	1.7325361002897	2.56630508265773	4.12426956624378	148.841524910173	44.7897641978756
Kbtbd3	Kbtbd3	0.0244944901735789	0.109393381832856	2.10216138055622	6.20535802865043	59.0996994230805	54.7841064885084
Cs	Cs	0.0248422745374909	1.05017132674896	1.51691273511518	2.06600937240604	308.286634641657	148.874949418412
Tusc2	Tusc2	0.0254507856376246	1.92444828117514	4.41944707427064	4.86173003203025	56.5696843152089	14.9027733824611
Tpra1	Tpra1	0.0256725541662149	3.52085817735651	2.59728996099363	7.86879901015256	111.366055973695	9.70217083864754
Slc38a2	Slc38a2	0.0261937083670288	0.155528337066033	3.10327218641287	2.11505286192869	68.8848509679739	61.8450618971353
Gas1	Gas1	0.0261937083670288	1.09289641840021	1.54697675971397	2.35379423368543	121.722114189692	57.0656650451967
Olfml1	Olfml1	0.0262504697546002	1.09303044188757	2.636475804029	3.57095852471135	92.7242465752631	43.4668695734417
Gstm5	Gstm5	0.0263291174960907	0.611286888039849	0.793046159258296	0.882392277922111	2999.07678800044	1963.23322948585
Gnaq	Gnaq	0.0272588667234047	0.825027373287886	1.85287751451621	2.17950175695629	69.3503011061354	39.1462679484385
Hist2h2aa1	Hist2h2aa1	0.0273437810732253	1.13627767929601	2.46032868706889	2.54203924543612	165.323045167504	75.2107174117307
Kdelr2	Kdelr2	0.0284345172694577	1.45093882377628	1.9549853507693	1.59588904630272	102.902124414642	37.6398802475217
Pdpn	Pdpn	0.0284869543110365	0.648095468892827	1.31089175408628	1.78214471988787	243.297260657684	155.253372501681
Cuta	Cuta	0.028655338770739	0.960892254626741	1.4566409594499	2.03218988194972	403.848745070305	207.472885190548
Caml	Caml	0.0289330420759679	0.406183559817395	2.36971305276687	2.93566647622142	157.232406121316	118.650241144609
Aldh3b1	Aldh3b1	0.0290333361760605	4.66373054082538	3.98712518652948	8.00865012830145	68.7569667929767	2.71265101573022
Kcnk2	Kcnk2	0.0294711217841684	2.48122684270631	2.82235950199963	4.85933161174725	74.4363655308738	13.3309608863315
Osgep	Osgep	0.0306390829628719	1.25687235967204	2.75179424006035	3.3336920634974	229.772735373145	96.1484336220622
Fbxo3	Fbxo3	0.030676516369825	0.69399140299554	2.72662525267469	3.28820829371722	139.539395394786	86.2550652167089
A230046K03Rik	A230046K03Rik	0.0307639572158844	0.708711853642172	1.29227469127124	1.59607698032697	195.191508239187	119.431089361574
Akr1b8	Akr1b8	0.0310504262281599	2.11127434799486	3.96897110069711	6.40971244469832	62.5709226051498	14.4815700995445
Spop	Spop	0.0316253848877008	0.198596495926325	3.78779270241441	2.84280154932718	79.0906119159369	68.9193913411074
Snx6	Snx6	0.0320334831970717	1.05838369828597	1.50727988885833	2.05222147675293	425.947543789366	204.527108300679
Tmem9	Tmem9	0.0320783109579684	2.55936297772048	1.87683977214093	3.73903813544023	198.913639759246	33.7457852296703
Prdx6	Prdx6	0.0322132297324077	0.301392336982014	0.587138531560848	0.958262662096399	2430.02010210626	1971.88567659042
Inhba	Inhba	0.0328362744408246	2.36490967986589	4.20101192862816	7.040905874659	57.3900068550893	11.1410859822535
Ptn	Ptn	0.0332115874894174	0.454603052003258	0.66305162026229	0.981964908528626	926.502416366655	676.078930290015
Ramp1	Ramp1	0.0333680762941525	0.759941954224016	0.998946940633674	1.38152559519865	343.81393623276	203.029036353963
Bcap31	Bcap31	0.0338662179422555	0.606203433954687	1.34649098005024	1.80266299726632	634.549085248217	416.84999947122
Pla2g16	Pla2g16	0.0341394704502792	0.788669299331547	1.58815174582465	2.39754124788415	121.047874955212	70.0719258669387
Hsdl2	Hsdl2	0.0343153230757087	0.943550447658242	2.33118558611724	3.7450376825855	75.12514387692	39.0614472022157
Islr	Islr	0.034538332352041	1.64233048281003	1.8383025472349	3.01147530856516	247.530621852112	79.29361079172
Ube2w	Ube2w	0.0349798477990347	1.64445277333004	2.71736329848017	4.34216458556817	97.366683620455	31.1444572328691
Slc38a3	Slc38a3	0.0356006350548194	1.17130547346189	3.54521321543927	3.63095053703058	83.5866668357152	37.1140993295708
Cc2d2a	Cc2d2a	0.0357335993789014	0.340651938691604	1.95640332138147	3.16557729010868	61.0033312371264	48.1733778772706
Agpat2	Agpat2	0.0361945098117078	8.03312530833878	3.29589278416687	5.43529942049069	58.1015061336936	0.221807237930123
Cldn25	Cldn25	0.0370569881076947	1.38858861650332	1.43383867241777	2.05119912324421	477.407295857369	182.34011590031
Mrpl55	Mrpl55	0.0372581743847046	0.625965884687536	2.50365185614811	3.25849295698497	255.73183201579	165.710597138288
Polg2	Polg2	0.0372788683747628	8.25130996344285	3.98522332478296	5.63223417989306	56.0966768810534	0.18409641538676
Atic	Atic	0.0380497296175193	2.7872113951871	2.47758427550298	5.1904318219269	51.211514964777	7.41879532009775
Timm22	Timm22	0.0384397672364652	1.58541822296809	2.11015529939549	2.23159254831766	188.855453924748	62.9319357319649
Gpr98	Gpr98	0.0391751376756983	0.845953357941672	1.60575537478181	1.96227455966947	75.8996971067512	42.2262687143183
Riiad1	Riiad1	0.0391926878107331	0.669940711413081	1.41003068121947	2.42632219883218	334.63512763015	210.329058953808
Ccdc58	Ccdc58	0.039487850978493	1.14019433304522	2.43132946193727	4.67859031828446	69.3648542311026	31.4707275236001
Ldb2	Ldb2	0.0404338376144298	0.484739314184402	2.31536448782342	4.09661635400844	50.2390868017147	35.9021670199005
Car2	Car2	0.0409470366446893	0.574852344808487	0.9998008914498	1.51686226453714	1222.91786731824	821.01197454191
Smarcc2	Smarcc2	0.041337489859893	1.16572718189216	2.02450089231646	2.96275889295123	71.8875787709203	32.0431356250285
Xpo1	Xpo1	0.0428290982546318	1.58693794555897	2.80123546887166	3.23437947080542	187.913621504169	62.5521641148707
Tvp23b	Tvp23b	0.0431170311233172	1.22665311565105	1.97458109733769	3.29013520831321	280.783032975543	119.980724151823
Prkar1b	Prkar1b	0.0431340809724612	1.08449548933569	2.92286479486202	4.73585902673851	89.2587751532919	42.0906129748695
2610044O15Rik8	2610044O15Rik8	0.0431421175150591	0.763853912395668	3.67345852070861	2.17949911544245	102.510319872667	60.3704827596838
Pex19	Pex19	0.0433207851515323	0.106269628203144	3.27080954100882	4.24987552029104	51.9903025126523	48.2983171231402
Snupn	Snupn	0.0433783394859471	2.60763514251045	2.61771556675878	5.09280035934144	124.567885783055	20.4375907226051
Fam135a	Fam135a	0.0434585658797109	1.70365447309267	2.06036377144159	3.62828898499581	60.7830341249037	18.6608437485546
Mpp6	Mpp6	0.043920985890754	0.520256138873888	2.72767090891278	4.02702513770029	136.793032666682	95.3786727386207
Prnp	Prnp	0.0440884007615455	0.504700781272961	1.01703615897836	1.27292826106442	886.381189526348	624.727260316532
Chkb	Chkb	0.0442550805689125	1.65651883009905	3.38888065794125	7.17220381388218	92.8866593776285	29.4639852024336
Phb	Phb	0.044486140502767	0.782028863525513	1.72139480973134	2.2668738038403	208.491797908653	121.248068528427
D930015E06Rik	D930015E06Rik	0.0446847632139673	1.83702170500191	2.37920941149697	4.00984640951156	61.4666616414775	17.2044578101859
Ezr	Ezr	0.0451592459160356	0.62359221114426	1.41491590933496	1.89204662241968	180.94060114172	117.440006938165
Ptprz1	Ptprz1	0.0453912279978753	0.24906454111795	0.509614876962525	0.882830286659022	753.863932940198	634.332653550458
Tkt	Tkt	0.0454337265040773	1.78566412932215	2.46361506518537	2.86842297128663	98.1327229368948	28.4626534143793
Neat1	Neat1	0.0454860633147987	0.907082621844973	1.53871396943275	3.04011204460487	89.6296996977437	47.7961442984214
Gm17066	Gm17066	0.0456832144473672	1.8894153939246	2.20621290835403	3.05768512054077	108.774860435868	29.3601200415655
Them4	Them4	0.0457138636949118	0.805830686157256	1.83107890327312	2.54824130922081	325.609952262089	186.2595128124
Lamp1	Lamp1	0.0460045270849089	0.675161439294741	1.50617240243911	1.85839532698617	394.976068798879	247.358556479885
Sat2	Sat2	0.0461466311494052	1.46216632781804	2.80179541179938	4.50900630795299	112.438786404349	40.8094015523582
Gatad2b	Gatad2b	0.0468308217623522	3.24945272839884	2.44085821647181	3.29209540263109	62.3103038918073	6.55204887834001
1190007I07Rik	1190007I07Rik	0.04697551558664	1.11530939496386	1.95967671161897	4.7922255890768	108.656670893132	50.1550667019296
Ccdc90b	Ccdc90b	0.0478022241518444	1.50460095672841	2.05232820230183	2.96258543339417	247.154541320826	87.1040954909988
Ctsz	Ctsz	0.0479335267402316	1.09977389084712	1.65949387119891	2.66892967990014	332.250625166484	155.024692008452
Txndc16	Txndc16	0.0482885027415028	0.104118943071013	3.40873369100329	2.14584651048909	64.3875833437681	59.9044658519957
Reep5	Reep5	0.0491390558298188	1.05554226827097	1.47583883663081	2.13150931426677	173.481827602104	83.4649436056034
Cwf19l2	Cwf19l2	0.049377715203195	1.7072745584856	2.19342290517133	3.75261977634705	87.6178802137939	26.8319285574012
Txnl1	Txnl1	0.0495416617875286	0.616307717367867	2.60977593301551	3.09482758077643	103.564241744861	67.5589234232009
Chchd6	Chchd6	0.0497800338643211	0.345079815281155	2.95094006626051	2.44355530996115	156.51910098248	123.221919403296
